timestamp,cpu_percent,memory_rss,memory_vms,disk_read_mb,disk_write_mb,disk_read_count,disk_write_count
2025-02-18 17:36:45,16.9,477.32421875,2228.29296875,2003.455078125,1348.22265625,61815,46418
2025-02-18 17:36:46,16.0,477.32421875,2228.29296875,2003.455078125,1348.234375,61815,46421
2025-02-18 17:36:47,8.3,477.32421875,2228.29296875,2003.455078125,1348.234375,61815,46421
2025-02-18 17:36:48,80.8,477.32421875,2228.29296875,2003.455078125,1348.27734375,61815,46429
2025-02-18 17:36:49,1.6,477.32421875,2228.29296875,2003.455078125,1348.4296875,61815,46431
2025-02-18 17:36:51,0.0,477.32421875,2228.29296875,2003.455078125,1348.59375,61815,46438
2025-02-18 17:36:52,0.0,477.83203125,2229.29296875,2003.455078125,1348.609375,61815,46442
2025-02-18 17:36:53,6.6,477.83203125,2229.29296875,2003.455078125,1348.609375,61815,46442
2025-02-18 17:36:54,0.0,477.83203125,2229.29296875,2003.455078125,1348.79296875,61815,46454
2025-02-18 17:36:55,10.6,477.83203125,2229.29296875,2003.455078125,1348.79296875,61815,46454
2025-02-18 17:36:56,11.4,478.08984375,2229.29296875,2003.455078125,1349.0234375,61815,46465
2025-02-18 17:36:57,8.3,478.08984375,2229.29296875,2003.455078125,1349.0234375,61815,46465
2025-02-18 17:36:58,8.3,478.08984375,2229.29296875,2003.455078125,1349.0234375,61815,46465
2025-02-18 17:36:59,5.0,478.08984375,2229.29296875,2003.455078125,1349.0234375,61815,46465
2025-02-18 17:37:00,0.0,478.08984375,2229.29296875,2003.455078125,1349.0234375,61815,46465
2025-02-18 17:37:02,0.8,478.08984375,2229.29296875,2003.455078125,1349.13671875,61815,46467
2025-02-18 17:37:03,0.0,478.08984375,2229.29296875,2003.455078125,1349.13671875,61815,46467
2025-02-18 17:37:04,8.3,478.08984375,2229.29296875,2003.455078125,1349.140625,61815,46468
2025-02-18 17:37:05,9.8,478.08984375,2229.29296875,2003.455078125,1349.140625,61815,46468
2025-02-18 17:37:06,9.1,478.08984375,2229.29296875,2003.455078125,1349.140625,61815,46468
2025-02-18 17:37:07,8.3,478.08984375,2229.29296875,2003.455078125,1349.23828125,61815,46470
2025-02-18 17:37:08,0.0,478.08984375,2229.29296875,2003.455078125,1349.23828125,61815,46470
2025-02-18 17:37:09,8.1,478.08984375,2229.29296875,2003.455078125,1349.23828125,61815,46470
2025-02-18 17:37:10,10.6,478.08984375,2229.29296875,2003.455078125,1349.2421875,61815,46471
2025-02-18 17:37:11,10.6,478.08984375,2229.29296875,2003.455078125,1349.3359375,61815,46473
2025-02-18 17:37:13,9.1,478.08984375,2229.29296875,2003.455078125,1349.3359375,61815,46473
2025-02-18 17:37:14,17.6,478.08984375,2229.29296875,2003.455078125,1349.3359375,61815,46473
2025-02-18 17:37:15,0.0,478.08984375,2229.29296875,2003.455078125,1349.3359375,61815,46473
2025-02-18 17:37:16,2.4,478.08984375,2229.29296875,2003.455078125,1349.3359375,61815,46473
2025-02-18 17:37:17,0.0,478.08984375,2229.29296875,2003.455078125,1349.4375,61815,46479
2025-02-18 17:37:18,0.8,478.34765625,2229.29296875,2003.455078125,1349.4765625,61815,46489
2025-02-18 17:37:19,20.3,478.34765625,2229.29296875,2003.455078125,1349.49609375,61815,46494
2025-02-18 17:37:20,9.2,478.60546875,2229.29296875,2003.455078125,1349.515625,61815,46499
2025-02-18 17:37:21,8.3,478.60546875,2229.29296875,2003.455078125,1349.65625,61815,46506
2025-02-18 17:37:23,9.2,478.60546875,2229.29296875,2003.455078125,1349.67578125,61815,46511
2025-02-18 17:37:24,0.0,478.60546875,2229.29296875,2003.455078125,1349.796875,61815,46541
2025-02-18 17:37:25,26.3,478.60546875,2229.29296875,2003.455078125,1349.796875,61815,46541
2025-02-18 17:37:26,0.8,478.60546875,2229.29296875,2003.455078125,1349.796875,61815,46541
2025-02-18 17:37:27,8.3,478.60546875,2229.29296875,2003.455078125,1349.9140625,61815,46544
2025-02-18 17:37:28,9.8,478.60546875,2229.29296875,2003.455078125,1349.9140625,61815,46544
2025-02-18 17:37:29,10.6,478.60546875,2229.29296875,2003.455078125,1349.9140625,61815,46544
2025-02-18 17:37:30,9.2,478.60546875,2229.29296875,2003.455078125,1349.9140625,61815,46544
2025-02-18 17:37:31,0.0,478.60546875,2229.29296875,2003.455078125,1350.05078125,61815,46546
2025-02-18 17:37:32,5.8,478.60546875,2229.29296875,2003.455078125,1350.05078125,61815,46546
2025-02-18 17:37:34,10.1,478.60546875,2229.29296875,2003.455078125,1350.0546875,61815,46547
2025-02-18 17:37:35,8.3,478.60546875,2229.29296875,2003.455078125,1350.0546875,61815,46547
2025-02-18 17:37:36,14.1,478.60546875,2229.29296875,2003.455078125,1350.0546875,61815,46547
2025-02-18 17:37:37,8.3,478.60546875,2229.29296875,2003.455078125,1350.16015625,61815,46549
2025-02-18 17:37:38,0.0,478.60546875,2229.29296875,2003.455078125,1350.16015625,61815,46549
2025-02-18 17:37:39,0.8,478.60546875,2229.29296875,2003.455078125,1350.16015625,61815,46549
2025-02-18 17:37:40,2.5,478.60546875,2229.29296875,2003.455078125,1350.16015625,61815,46549
2025-02-18 17:37:41,8.3,478.60546875,2229.29296875,2003.455078125,1350.25390625,61815,46552
2025-02-18 17:37:42,14.7,478.60546875,2229.29296875,2003.455078125,1350.25390625,61815,46552
2025-02-18 17:37:43,9.8,478.60546875,2229.29296875,2003.455078125,1350.25390625,61815,46552
2025-02-18 17:37:45,8.3,478.60546875,2229.29296875,2003.455078125,1350.25390625,61815,46552
2025-02-18 17:37:46,0.8,478.60546875,2229.29296875,2003.455078125,1350.25390625,61815,46552
2025-02-18 17:37:47,0.0,478.60546875,2229.29296875,2003.455078125,1350.34765625,61815,46554
2025-02-18 17:37:48,8.3,478.60546875,2229.29296875,2003.455078125,1350.3515625,61815,46555
2025-02-18 17:37:49,11.3,478.60546875,2229.29296875,2003.455078125,1350.3515625,61815,46555
2025-02-18 17:37:50,8.3,478.60546875,2229.29296875,2003.455078125,1350.3515625,61815,46555
2025-02-18 17:37:51,13.1,478.60546875,2229.29296875,2003.455078125,1350.51171875,61815,46561
2025-02-18 17:37:52,0.8,478.60546875,2229.29296875,2003.455078125,1350.51953125,61815,46563
2025-02-18 17:37:53,12.2,478.60546875,2229.29296875,2003.455078125,1350.5234375,61815,46564
2025-02-18 17:37:54,0.8,478.60546875,2229.29296875,2003.455078125,1350.53125,61815,46566
2025-02-18 17:37:56,11.4,478.60546875,2229.29296875,2003.455078125,1350.53515625,61815,46567
2025-02-18 17:37:57,12.0,478.86328125,2229.29296875,2003.455078125,1350.66796875,61815,46570
2025-02-18 17:37:58,8.3,478.86328125,2229.29296875,2003.455078125,1350.671875,61815,46571
2025-02-18 17:37:59,8.8,478.86328125,2229.29296875,2003.455078125,1350.7578125,61815,46590
2025-02-18 17:38:00,0.8,478.86328125,2229.29296875,2003.455078125,1350.76171875,61815,46591
2025-02-18 17:38:01,0.0,478.86328125,2229.29296875,2003.455078125,1350.890625,61815,46594
2025-02-18 17:38:02,9.1,478.86328125,2229.29296875,2003.455078125,1350.8984375,61815,46596
2025-02-18 17:38:03,13.4,478.86328125,2229.29296875,2003.455078125,1350.90234375,61815,46597
2025-02-18 17:38:04,8.3,478.86328125,2229.29296875,2003.455078125,1350.91015625,61815,46599
2025-02-18 17:38:06,9.9,478.86328125,2229.29296875,2003.455078125,1350.9140625,61815,46600
2025-02-18 17:38:07,1.6,478.86328125,2229.29296875,2003.455078125,1351.0546875,61815,46603
2025-02-18 17:38:08,0.0,478.86328125,2229.29296875,2003.455078125,1351.05859375,61815,46604
2025-02-18 17:38:09,2.4,478.86328125,2229.29296875,2003.455078125,1351.06640625,61815,46606
2025-02-18 17:38:10,10.3,478.86328125,2229.29296875,2003.455078125,1351.0703125,61815,46607
2025-02-18 17:38:11,8.3,478.86328125,2229.29296875,2003.455078125,1351.07421875,61815,46608
2025-02-18 17:38:12,9.8,478.86328125,2229.29296875,2003.455078125,1351.203125,61815,46611
2025-02-18 17:38:13,4.2,478.86328125,2229.29296875,2003.455078125,1351.20703125,61815,46612
2025-02-18 17:38:14,0.0,478.86328125,2229.29296875,2003.455078125,1351.2109375,61815,46613
2025-02-18 17:38:15,0.8,478.86328125,2229.29296875,2003.455078125,1351.21484375,61815,46614
2025-02-18 17:38:17,35.7,478.86328125,2229.29296875,2003.455078125,1351.3515625,61815,46619
2025-02-18 17:38:18,16.8,478.86328125,2229.29296875,2003.455078125,1351.35546875,61815,46620
2025-02-18 17:38:19,22.0,478.86328125,2229.29296875,2003.455078125,1351.359375,61815,46621
2025-02-18 17:38:20,18.7,478.86328125,2229.29296875,2003.455078125,1351.36328125,61815,46622
2025-02-18 17:38:21,21.3,478.86328125,2229.29296875,2003.455078125,1351.3671875,61815,46623
2025-02-18 17:38:22,0.0,478.86328125,2229.29296875,2003.455078125,1351.5,61815,46626
2025-02-18 17:38:23,0.0,478.86328125,2229.29296875,2003.455078125,1351.50390625,61815,46627
2025-02-18 17:38:24,16.9,478.86328125,2229.29296875,2003.455078125,1351.5078125,61815,46628
2025-02-18 17:38:25,23.1,478.86328125,2229.29296875,2003.455078125,1351.515625,61815,46630
2025-02-18 17:38:26,63.2,478.86328125,2229.29296875,2003.455078125,1351.51953125,61815,46631
2025-02-18 17:38:28,18.7,478.86328125,2229.29296875,2003.455078125,1351.65234375,61815,46634
2025-02-18 17:38:29,20.8,478.86328125,2229.29296875,2003.455078125,1351.6640625,61815,46637
2025-02-18 17:38:30,44.0,478.86328125,2229.29296875,2003.455078125,1351.66796875,61815,46638
2025-02-18 17:38:31,9.1,478.86328125,2229.29296875,2003.455078125,1351.671875,61815,46639
2025-02-18 17:38:32,8.4,478.86328125,2229.29296875,2003.455078125,1351.79296875,61815,46642
2025-02-18 17:38:33,15.8,478.86328125,2229.29296875,2003.455078125,1351.796875,61815,46643
2025-02-18 17:38:34,0.8,478.86328125,2229.29296875,2003.455078125,1351.91015625,61815,46670
2025-02-18 17:38:35,11.5,478.86328125,2229.29296875,2003.455078125,1351.91796875,61815,46672
2025-02-18 17:38:36,8.4,478.86328125,2229.29296875,2003.455078125,1351.921875,61815,46673
2025-02-18 17:38:37,8.3,478.86328125,2229.29296875,2003.455078125,1352.05078125,61815,46676
2025-02-18 17:38:39,3.4,478.86328125,2229.29296875,2003.455078125,1352.0546875,61815,46677
2025-02-18 17:38:40,0.0,478.86328125,2229.29296875,2003.455078125,1352.05859375,61815,46678
2025-02-18 17:38:41,4.9,478.86328125,2229.29296875,2003.455078125,1352.06640625,61815,46680
2025-02-18 17:38:42,8.4,478.86328125,2229.29296875,2003.455078125,1352.19140625,61815,46684
2025-02-18 17:38:43,8.3,478.86328125,2229.29296875,2003.455078125,1352.1953125,61815,46685
2025-02-18 17:38:44,10.6,478.86328125,2229.29296875,2003.455078125,1352.19921875,61815,46686
2025-02-18 17:38:45,8.3,478.86328125,2229.29296875,2003.455078125,1352.203125,61815,46687
2025-02-18 17:38:46,0.0,478.86328125,2229.29296875,2003.455078125,1352.20703125,61815,46688
2025-02-18 17:38:47,0.0,478.86328125,2229.29296875,2003.455078125,1352.33984375,61815,46691
2025-02-18 17:38:48,2.4,478.86328125,2229.29296875,2003.455078125,1352.34375,61815,46692
2025-02-18 17:38:50,3.3,478.86328125,2229.29296875,2003.455078125,1352.3515625,61815,46694
2025-02-18 17:38:51,10.5,478.86328125,2229.29296875,2003.455078125,1352.35546875,61815,46695
2025-02-18 17:38:52,10.6,478.86328125,2229.29296875,2003.455078125,1352.5,61815,46698
2025-02-18 17:38:53,11.4,478.86328125,2229.29296875,2003.455078125,1352.5078125,61815,46700
2025-02-18 17:38:54,8.4,478.86328125,2229.29296875,2003.455078125,1352.51171875,61815,46701
2025-02-18 17:38:55,2.5,478.86328125,2229.29296875,2003.455078125,1352.515625,61815,46702
2025-02-18 17:38:56,0.0,478.86328125,2229.29296875,2003.455078125,1352.51953125,61815,46703
2025-02-18 17:38:57,0.8,478.86328125,2229.29296875,2003.455078125,1352.6484375,61815,46706
2025-02-18 17:38:58,11.2,478.86328125,2229.29296875,2003.455078125,1352.65234375,61815,46707
2025-02-18 17:39:00,9.1,478.86328125,2229.29296875,2003.455078125,1352.66796875,61815,46711
2025-02-18 17:39:01,9.1,478.86328125,2229.29296875,2003.455078125,1352.84765625,61815,46715
2025-02-18 17:39:02,8.3,478.86328125,2229.29296875,2003.455078125,1352.8515625,61815,46716
2025-02-18 17:39:03,9.8,478.86328125,2229.29296875,2003.455078125,1352.85546875,61815,46717
2025-02-18 17:39:04,5.6,478.86328125,2229.29296875,2003.455078125,1352.8671875,61815,46719
2025-02-18 17:39:05,0.8,478.86328125,2229.29296875,2003.455078125,1353.046875,61815,46723
2025-02-18 17:39:06,0.0,478.86328125,2229.29296875,2003.455078125,1353.05078125,61815,46724
2025-02-18 17:39:07,0.8,478.86328125,2229.29296875,2003.455078125,1353.0546875,61815,46725
2025-02-18 17:39:08,0.0,478.86328125,2229.29296875,2003.455078125,1353.05859375,61815,46726
2025-02-18 17:39:09,9.8,478.86328125,2229.29296875,2003.455078125,1353.171875,61815,46755
2025-02-18 17:39:11,8.3,478.86328125,2229.29296875,2003.455078125,1353.30859375,61815,46758
2025-02-18 17:39:12,10.7,478.86328125,2229.29296875,2003.455078125,1353.3125,61815,46759
2025-02-18 17:39:13,5.8,478.86328125,2229.29296875,2003.455078125,1353.31640625,61815,46760
2025-02-18 17:39:14,0.8,478.86328125,2229.29296875,2003.455078125,1353.3203125,61815,46761
2025-02-18 17:39:15,0.0,478.86328125,2229.29296875,2003.455078125,1353.44921875,61815,46764
2025-02-18 17:39:16,13.0,478.86328125,2229.29296875,2003.455078125,1353.453125,61815,46765
2025-02-18 17:39:17,25.2,478.86328125,2229.29296875,2003.455078125,1353.46484375,61815,46768
2025-02-18 17:39:18,32.2,478.86328125,2229.29296875,2003.455078125,1353.46875,61815,46769
2025-02-18 17:39:19,8.3,478.86328125,2229.29296875,2003.455078125,1353.71484375,61815,46777
2025-02-18 17:39:20,11.8,478.86328125,2229.29296875,2003.455078125,1353.71875,61815,46778
2025-02-18 17:39:22,5.7,478.86328125,2229.29296875,2003.455078125,1353.72265625,61815,46779
2025-02-18 17:39:23,0.0,478.86328125,2229.29296875,2003.455078125,1353.7265625,61815,46780
2025-02-18 17:39:24,7.9,478.86328125,2229.29296875,2003.455078125,1353.953125,61815,46788
2025-02-18 17:39:25,8.4,478.86328125,2229.29296875,2003.455078125,1353.9609375,61815,46790
2025-02-18 17:39:26,9.8,478.86328125,2229.29296875,2003.455078125,1353.96484375,61815,46791
2025-02-18 17:39:27,27.3,478.86328125,2229.29296875,2003.455078125,1353.96875,61815,46792
2025-02-18 17:39:28,69.0,478.86328125,2229.29296875,2003.455078125,1353.9765625,61815,46794
2025-02-18 17:39:29,7.6,478.86328125,2229.29296875,2003.455078125,1354.12109375,61815,46797
2025-02-18 17:39:30,1.7,478.86328125,2229.29296875,2003.455078125,1354.22265625,61815,46801
2025-02-18 17:39:31,1.6,478.86328125,2229.29296875,2003.455078125,1354.2890625,61815,46806
2025-02-18 17:39:33,0.8,478.86328125,2229.29296875,2003.455078125,1354.29296875,61815,46807
2025-02-18 17:39:34,23.0,478.86328125,2229.29296875,2003.455078125,1354.30078125,61815,46809
2025-02-18 17:39:35,42.9,478.86328125,2229.29296875,2003.455078125,1354.5625,61815,46849
2025-02-18 17:39:36,23.2,478.86328125,2229.29296875,2003.455078125,1354.56640625,61815,46850
2025-02-18 17:39:37,18.0,478.86328125,2229.29296875,2003.455078125,1354.71484375,61815,46853
2025-02-18 17:39:38,18.3,478.86328125,2229.29296875,2003.455078125,1354.91796875,61815,46861
2025-02-18 17:39:39,0.8,478.86328125,2229.29296875,2003.455078125,1354.9296875,61815,46863
2025-02-18 17:39:40,0.0,478.86328125,2229.29296875,2003.455078125,1354.9375,61815,46865
2025-02-18 17:39:41,0.0,478.86328125,2229.29296875,2003.455078125,1354.94140625,61815,46866
2025-02-18 17:39:43,9.8,478.86328125,2229.29296875,2003.455078125,1354.94921875,61815,46868
2025-02-18 17:39:44,8.3,478.86328125,2229.29296875,2003.455078125,1355.09765625,61815,46871
2025-02-18 17:39:45,10.5,478.86328125,2229.29296875,2003.455078125,1355.2578125,61815,46909
2025-02-18 17:39:46,9.9,478.86328125,2229.29296875,2003.455078125,1355.26171875,61815,46910
2025-02-18 17:39:47,1.6,478.86328125,2229.29296875,2003.455078125,1355.48046875,61815,46918
2025-02-18 17:39:48,2.5,478.86328125,2229.29296875,2003.455078125,1355.515625,61815,46927
2025-02-18 17:39:49,3.3,479.37890625,2229.29296875,2003.455078125,1355.53125,61815,46931
2025-02-18 17:39:50,9.1,479.37890625,2229.29296875,2003.455078125,1355.53515625,61815,46932
2025-02-18 17:39:51,14.6,479.37890625,2229.29296875,2003.455078125,1355.66796875,61815,46934
2025-02-18 17:39:52,8.4,479.37890625,2229.29296875,2003.455078125,1355.66796875,61815,46934
2025-02-18 17:39:54,8.3,479.37890625,2229.29296875,2003.455078125,1355.66796875,61815,46934
2025-02-18 17:39:55,5.0,479.37890625,2229.29296875,2003.455078125,1355.66796875,61815,46934
2025-02-18 17:39:56,0.0,479.37890625,2229.29296875,2003.455078125,1355.66796875,61815,46934
2025-02-18 17:39:57,0.0,479.37890625,2229.29296875,2003.455078125,1355.8984375,61815,46943
2025-02-18 17:39:58,9.8,479.37890625,2229.29296875,2003.455078125,1355.91796875,61815,46948
2025-02-18 17:39:59,13.4,479.37890625,2229.29296875,2003.455078125,1355.91796875,61815,46948
2025-02-18 17:40:00,8.3,479.63671875,2229.29296875,2003.455078125,1356.24609375,61815,46974
2025-02-18 17:40:01,24.0,479.63671875,2229.29296875,2003.455078125,1356.24609375,61815,46974
2025-02-18 17:40:02,0.0,479.63671875,2229.29296875,2003.455078125,1356.5234375,61815,46985
2025-02-18 17:40:03,0.0,479.63671875,2229.29296875,2003.455078125,1356.5234375,61815,46985
2025-02-18 17:40:05,9.0,479.63671875,2229.29296875,2003.455078125,1356.52734375,61815,46986
2025-02-18 17:40:06,29.0,479.89453125,2229.29296875,2003.455078125,1356.75390625,61815,46995
2025-02-18 17:40:07,8.3,479.89453125,2229.29296875,2003.455078125,1356.76171875,61815,46997
2025-02-18 17:40:08,55.7,479.89453125,2229.29296875,2003.455078125,1356.76171875,61815,46997
2025-02-18 17:40:09,0.8,479.89453125,2229.29296875,2003.455078125,1356.76171875,61815,46997
2025-02-18 17:40:10,0.8,479.89453125,2229.29296875,2003.455078125,1356.85546875,61815,47017
2025-02-18 17:40:11,0.0,479.89453125,2229.29296875,2003.455078125,1356.85546875,61815,47017
2025-02-18 17:40:12,9.8,479.89453125,2229.29296875,2003.455078125,1356.9765625,61815,47020
2025-02-18 17:40:13,8.3,479.89453125,2229.29296875,2003.455078125,1356.9765625,61815,47020
2025-02-18 17:40:14,9.1,479.89453125,2229.29296875,2003.455078125,1356.9765625,61815,47020
2025-02-18 17:40:16,11.3,479.89453125,2229.29296875,2003.455078125,1356.9765625,61815,47020
2025-02-18 17:40:17,0.0,479.89453125,2229.29296875,2003.455078125,1357.1015625,61815,47022
2025-02-18 17:40:18,1.7,479.89453125,2229.29296875,2003.455078125,1357.1015625,61815,47022
2025-02-18 17:40:19,9.8,479.89453125,2229.29296875,2003.455078125,1357.10546875,61815,47023
2025-02-18 17:40:20,10.6,479.89453125,2229.29296875,2003.455078125,1357.10546875,61815,47023
2025-02-18 17:40:21,8.3,479.89453125,2229.29296875,2003.455078125,1357.14453125,61815,47033
2025-02-18 17:40:22,13.8,479.89453125,2229.29296875,2003.455078125,1357.25,61815,47035
2025-02-18 17:40:23,1.6,479.89453125,2229.29296875,2003.455078125,1357.25,61815,47035
2025-02-18 17:40:24,0.0,479.89453125,2229.29296875,2003.455078125,1357.25,61815,47035
2025-02-18 17:40:26,9.1,479.89453125,2229.29296875,2003.455078125,1357.25390625,61815,47036
2025-02-18 17:40:27,11.9,479.89453125,2229.29296875,2003.455078125,1357.37109375,61815,47045
2025-02-18 17:40:28,9.8,479.89453125,2229.29296875,2003.455078125,1357.37109375,61815,47045
2025-02-18 17:40:29,8.3,479.89453125,2229.29296875,2003.455078125,1357.37109375,61815,47045
2025-02-18 17:40:30,0.0,479.89453125,2229.29296875,2003.455078125,1357.37109375,61815,47045
2025-02-18 17:40:31,0.0,479.89453125,2229.29296875,2003.455078125,1357.37109375,61815,47045
2025-02-18 17:40:32,7.4,479.89453125,2229.29296875,2003.455078125,1357.59375,61815,47073
2025-02-18 17:40:33,9.1,479.89453125,2229.29296875,2003.455078125,1357.59375,61815,47073
2025-02-18 17:40:34,8.3,479.89453125,2229.29296875,2003.455078125,1357.59375,61815,47073
2025-02-18 17:40:35,9.1,479.89453125,2229.29296875,2003.455078125,1357.59375,61815,47073
2025-02-18 17:40:37,1.7,479.89453125,2229.29296875,2003.455078125,1357.71484375,61815,47075
2025-02-18 17:40:38,1.6,479.89453125,2229.29296875,2003.455078125,1357.81640625,61815,47096
2025-02-18 17:40:39,0.8,479.89453125,2229.29296875,2003.455078125,1357.81640625,61815,47096
2025-02-18 17:40:40,8.3,479.89453125,2229.29296875,2003.455078125,1357.8203125,61815,47097
2025-02-18 17:40:41,8.3,479.89453125,2229.29296875,2003.455078125,1357.8203125,61815,47097
2025-02-18 17:40:42,8.3,479.89453125,2229.29296875,2003.455078125,1357.94140625,61815,47103
2025-02-18 17:40:43,8.3,479.89453125,2229.29296875,2003.455078125,1358.00390625,61815,47116
2025-02-18 17:40:44,0.0,479.89453125,2229.29296875,2003.455078125,1358.00390625,61815,47116
2025-02-18 17:40:45,0.8,479.89453125,2229.29296875,2003.455078125,1358.00390625,61815,47116
2025-02-18 17:40:46,9.8,479.89453125,2229.29296875,2003.455078125,1358.125,61815,47119
2025-02-18 17:40:48,9.0,479.89453125,2229.29296875,2003.455078125,1358.16796875,61815,47130
2025-02-18 17:40:49,8.3,479.89453125,2229.29296875,2003.455078125,1358.16796875,61815,47130
2025-02-18 17:40:50,8.3,479.89453125,2229.29296875,2003.455078125,1358.16796875,61815,47130
2025-02-18 17:40:51,6.5,479.89453125,2229.29296875,2003.455078125,1358.16796875,61815,47130
